Course_ID,Section,Semester,Type,Duration,Weekly_Count,Delivery_Mode,Total_Slots_Needed
COURSE_8,BTech(IT)_1_C,Sem1,Lecture,1,1,Offline,1
COURSE_8,BTech(IT)_1_C,Sem1,Lab,2,1,Offline,2
COURSE_8,BTech(IT)_1_D,Sem1,Lecture,1,1,Offline,1
COURSE_8,BTech(IT)_1_D,Sem1,Lab,2,1,Offline,2
COURSE_8,BTech(IT)_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_9,BTech(CSE)_8_A,Sem8,Lecture,1,1,Offline,1
COURSE_9,BTech(CSE)_8_A,Sem8,Lab,2,1,Offline,2
COURSE_9,BTech(CSE)_8_B,Sem8,Lecture,1,1,Offline,1
COURSE_9,BTech(CSE)_8_B,Sem8,Lab,2,1,Offline,2
COURSE_9,BTech(CSE)_8_C,Sem8,Lecture,1,1,Offline,1
COURSE_9,BTech(CSE)_8_C,Sem8,Lab,2,1,Offline,2
COURSE_9,BTech(CSE)_8_D,Sem8,Lecture,1,1,Offline,1
COURSE_9,BTech(CSE)_8_D,Sem8,Lab,2,1,Offline,2
COURSE_9,BTech(CSE)_8_ONL,Sem8,Lecture,1,1,Online,1
COURSE_10,MCA_1_A,Sem1,Lecture,1,1,Offline,1
COURSE_10,MCA_1_B,Sem1,Lecture,1,1,Offline,1
COURSE_10,MCA_1_C,Sem1,Lecture,1,1,Offline,1
COURSE_10,MCA_1_D,Sem1,Lecture,1,1,Offline,1
COURSE_10,MCA_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_11,BTech(CyberS)_4_A,Sem4,Lecture,1,2,Offline,2
COURSE_11,BTech(CyberS)_4_B,Sem4,Lecture,1,2,Offline,2
COURSE_11,BTech(CyberS)_4_C,Sem4,Lecture,1,2,Offline,2
COURSE_11,BTech(CyberS)_4_D,Sem4,Lecture,1,2,Offline,2
COURSE_11,BTech(CyberS)_4_ONL,Sem4,Lecture,1,1,Online,1
COURSE_12,BCA_2_A,Sem2,Lecture,1,1,Offline,1
COURSE_12,BCA_2_B,Sem2,Lecture,1,1,Offline,1
COURSE_12,BCA_2_C,Sem2,Lecture,1,1,Offline,1
COURSE_12,BCA_2_D,Sem2,Lecture,1,1,Offline,1
COURSE_12,BCA_2_ONL,Sem2,Lecture,1,1,Online,1
COURSE_13,BTech(CyberS)_8_A,Sem8,Lecture,1,1,Offline,1
COURSE_13,BTech(CyberS)_8_B,Sem8,Lecture,1,1,Offline,1
COURSE_13,BTech(CyberS)_8_C,Sem8,Lecture,1,1,Offline,1
COURSE_13,BTech(CyberS)_8_D,Sem8,Lecture,1,1,Offline,1
COURSE_13,BTech(CyberS)_8_ONL,Sem8,Lecture,1,1,Online,1
COURSE_14,BTech(CyberS)_8_A,Sem8,Lecture,1,2,Offline,2
COURSE_14,BTech(CyberS)_8_B,Sem8,Lecture,1,2,Offline,2
COURSE_14,BTech(CyberS)_8_C,Sem8,Lecture,1,2,Offline,2
COURSE_14,BTech(CyberS)_8_D,Sem8,Lecture,1,2,Offline,2
COURSE_14,BTech(CyberS)_8_ONL,Sem8,Lecture,1,1,Online,1
COURSE_15,BTech(IT)_2_A,Sem2,Lecture,1,1,Offline,1
COURSE_15,BTech(IT)_2_B,Sem2,Lecture,1,1,Offline,1
COURSE_15,BTech(IT)_2_C,Sem2,Lecture,1,1,Offline,1
COURSE_15,BTech(IT)_2_D,Sem2,Lecture,1,1,Offline,1
COURSE_15,BTech(IT)_2_ONL,Sem2,Lecture,1,1,Online,1
COURSE_16,BTech(CSE)_6_A,Sem6,Lecture,1,2,Offline,2
COURSE_16,BTech(CSE)_6_A,Sem6,Lab,2,1,Offline,2
COURSE_16,BTech(CSE)_6_B,Sem6,Lecture,1,2,Offline,2
COURSE_16,BTech(CSE)_6_B,Sem6,Lab,2,1,Offline,2
COURSE_16,BTech(CSE)_6_C,Sem6,Lecture,1,2,Offline,2
COURSE_16,BTech(CSE)_6_C,Sem6,Lab,2,1,Offline,2
COURSE_16,BTech(CSE)_6_D,Sem6,Lecture,1,2,Offline,2
COURSE_16,BTech(CSE)_6_D,Sem6,Lab,2,1,Offline,2
COURSE_16,BTech(CSE)_6_ONL,Sem6,Lecture,1,1,Online,1
COURSE_17,BTech(IT)_3_A,Sem3,Lecture,1,2,Offline,2
COURSE_17,BTech(IT)_3_B,Sem3,Lecture,1,2,Offline,2
COURSE_17,BTech(IT)_3_C,Sem3,Lecture,1,2,Offline,2
COURSE_17,BTech(IT)_3_D,Sem3,Lecture,1,2,Offline,2
COURSE_17,BTech(IT)_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_18,BTech(CyberS)_4_A,Sem4,Lecture,1,1,Offline,1
COURSE_18,BTech(CyberS)_4_B,Sem4,Lecture,1,1,Offline,1
COURSE_18,BTech(CyberS)_4_C,Sem4,Lecture,1,1,Offline,1
COURSE_18,BTech(CyberS)_4_D,Sem4,Lecture,1,1,Offline,1
COURSE_18,BTech(CyberS)_4_ONL,Sem4,Lecture,1,1,Online,1
COURSE_19,BTech(CSE)_3_A,Sem3,Lecture,1,1,Offline,1
COURSE_19,BTech(CSE)_3_B,Sem3,Lecture,1,1,Offline,1
COURSE_19,BTech(CSE)_3_C,Sem3,Lecture,1,1,Offline,1
COURSE_19,BTech(CSE)_3_D,Sem3,Lecture,1,1,Offline,1
COURSE_19,BTech(CSE)_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_20,BTech(CyberS)_3_A,Sem3,Lecture,1,2,Offline,2
COURSE_20,BTech(CyberS)_3_B,Sem3,Lecture,1,2,Offline,2
COURSE_20,BTech(CyberS)_3_C,Sem3,Lecture,1,2,Offline,2
COURSE_20,BTech(CyberS)_3_D,Sem3,Lecture,1,2,Offline,2
COURSE_20,BTech(CyberS)_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_21,BTech(IT)_1_A,Sem1,Lecture,1,1,Offline,1
COURSE_21,BTech(IT)_1_B,Sem1,Lecture,1,1,Offline,1
COURSE_21,BTech(IT)_1_C,Sem1,Lecture,1,1,Offline,1
COURSE_21,BTech(IT)_1_D,Sem1,Lecture,1,1,Offline,1
COURSE_21,BTech(IT)_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_22,MTech_2_A,Sem2,Lecture,1,1,Offline,1
COURSE_22,MTech_2_B,Sem2,Lecture,1,1,Offline,1
COURSE_22,MTech_2_C,Sem2,Lecture,1,1,Offline,1
COURSE_22,MTech_2_D,Sem2,Lecture,1,1,Offline,1
COURSE_22,MTech_2_ONL,Sem2,Lecture,1,1,Online,1
COURSE_23,BTech(CSE)_1_A,Sem1,Lecture,1,2,Offline,2
COURSE_23,BTech(CSE)_1_B,Sem1,Lecture,1,2,Offline,2
COURSE_23,BTech(CSE)_1_C,Sem1,Lecture,1,2,Offline,2
COURSE_23,BTech(CSE)_1_D,Sem1,Lecture,1,2,Offline,2
COURSE_23,BTech(CSE)_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_24,BTech(CyberS)_6_A,Sem6,Lecture,1,2,Offline,2
COURSE_24,BTech(CyberS)_6_B,Sem6,Lecture,1,2,Offline,2
COURSE_24,BTech(CyberS)_6_C,Sem6,Lecture,1,2,Offline,2
COURSE_24,BTech(CyberS)_6_D,Sem6,Lecture,1,2,Offline,2
COURSE_24,BTech(CyberS)_6_ONL,Sem6,Lecture,1,1,Online,1
COURSE_25,BTech(CSE)_1_A,Sem1,Lecture,1,2,Offline,2
COURSE_25,BTech(CSE)_1_B,Sem1,Lecture,1,2,Offline,2
COURSE_25,BTech(CSE)_1_C,Sem1,Lecture,1,2,Offline,2
COURSE_25,BTech(CSE)_1_D,Sem1,Lecture,1,2,Offline,2
COURSE_25,BTech(CSE)_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_26,BTech(CyberS)_3_A,Sem3,Lecture,1,1,Offline,1
COURSE_26,BTech(CyberS)_3_A,Sem3,Lab,2,1,Offline,2
COURSE_26,BTech(CyberS)_3_B,Sem3,Lecture,1,1,Offline,1
COURSE_26,BTech(CyberS)_3_B,Sem3,Lab,2,1,Offline,2
COURSE_26,BTech(CyberS)_3_C,Sem3,Lecture,1,1,Offline,1
COURSE_26,BTech(CyberS)_3_C,Sem3,Lab,2,1,Offline,2
COURSE_26,BTech(CyberS)_3_D,Sem3,Lecture,1,1,Offline,1
COURSE_26,BTech(CyberS)_3_D,Sem3,Lab,2,1,Offline,2
COURSE_26,BTech(CyberS)_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_27,BTech(IT)_5_A,Sem5,Lecture,1,2,Offline,2
COURSE_27,BTech(IT)_5_B,Sem5,Lecture,1,2,Offline,2
COURSE_27,BTech(IT)_5_C,Sem5,Lecture,1,2,Offline,2
COURSE_27,BTech(IT)_5_D,Sem5,Lecture,1,2,Offline,2
COURSE_27,BTech(IT)_5_ONL,Sem5,Lecture,1,1,Online,1
COURSE_28,BTech(CyberS)_7_A,Sem7,Lecture,1,2,Offline,2
COURSE_28,BTech(CyberS)_7_B,Sem7,Lecture,1,2,Offline,2
COURSE_28,BTech(CyberS)_7_C,Sem7,Lecture,1,2,Offline,2
COURSE_28,BTech(CyberS)_7_D,Sem7,Lecture,1,2,Offline,2
COURSE_28,BTech(CyberS)_7_ONL,Sem7,Lecture,1,1,Online,1
COURSE_29,BTech(IT)_3_A,Sem3,Lecture,1,2,Offline,2
COURSE_29,BTech(IT)_3_B,Sem3,Lecture,1,2,Offline,2
COURSE_29,BTech(IT)_3_C,Sem3,Lecture,1,2,Offline,2
COURSE_29,BTech(IT)_3_D,Sem3,Lecture,1,2,Offline,2
COURSE_29,BTech(IT)_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_30,BTech(IT)_8_A,Sem8,Lecture,1,2,Offline,2
COURSE_30,BTech(IT)_8_B,Sem8,Lecture,1,2,Offline,2
COURSE_30,BTech(IT)_8_C,Sem8,Lecture,1,2,Offline,2
COURSE_30,BTech(IT)_8_D,Sem8,Lecture,1,2,Offline,2
COURSE_30,BTech(IT)_8_ONL,Sem8,Lecture,1,1,Online,1
COURSE_31,BTech(CSE)_3_A,Sem3,Lecture,1,1,Offline,1
COURSE_31,BTech(CSE)_3_B,Sem3,Lecture,1,1,Offline,1
COURSE_31,BTech(CSE)_3_C,Sem3,Lecture,1,1,Offline,1
COURSE_31,BTech(CSE)_3_D,Sem3,Lecture,1,1,Offline,1
COURSE_31,BTech(CSE)_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_32,BTech(IT)_2_A,Sem2,Lecture,1,2,Offline,2
COURSE_32,BTech(IT)_2_A,Sem2,Lab,2,1,Offline,2
COURSE_32,BTech(IT)_2_B,Sem2,Lecture,1,2,Offline,2
COURSE_32,BTech(IT)_2_B,Sem2,Lab,2,1,Offline,2
COURSE_32,BTech(IT)_2_C,Sem2,Lecture,1,2,Offline,2
COURSE_32,BTech(IT)_2_C,Sem2,Lab,2,1,Offline,2
COURSE_32,BTech(IT)_2_D,Sem2,Lecture,1,2,Offline,2
COURSE_32,BTech(IT)_2_D,Sem2,Lab,2,1,Offline,2
COURSE_32,BTech(IT)_2_ONL,Sem2,Lecture,1,1,Online,1
COURSE_33,MTech_3_A,Sem3,Lecture,1,1,Offline,1
COURSE_33,MTech_3_B,Sem3,Lecture,1,1,Offline,1
COURSE_33,MTech_3_C,Sem3,Lecture,1,1,Offline,1
COURSE_33,MTech_3_D,Sem3,Lecture,1,1,Offline,1
COURSE_33,MTech_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_34,MCA_2_A,Sem2,Lecture,1,2,Offline,2
COURSE_34,MCA_2_A,Sem2,Lab,2,1,Offline,2
COURSE_34,MCA_2_B,Sem2,Lecture,1,2,Offline,2
COURSE_34,MCA_2_B,Sem2,Lab,2,1,Offline,2
COURSE_34,MCA_2_C,Sem2,Lecture,1,2,Offline,2
COURSE_34,MCA_2_C,Sem2,Lab,2,1,Offline,2
COURSE_34,MCA_2_D,Sem2,Lecture,1,2,Offline,2
COURSE_34,MCA_2_D,Sem2,Lab,2,1,Offline,2
COURSE_34,MCA_2_ONL,Sem2,Lecture,1,1,Online,1
COURSE_35,BTech(CSE)_4_A,Sem4,Lecture,1,1,Offline,1
COURSE_35,BTech(CSE)_4_B,Sem4,Lecture,1,1,Offline,1
COURSE_35,BTech(CSE)_4_C,Sem4,Lecture,1,1,Offline,1
COURSE_35,BTech(CSE)_4_D,Sem4,Lecture,1,1,Offline,1
COURSE_35,BTech(CSE)_4_ONL,Sem4,Lecture,1,1,Online,1
COURSE_36,BTech(CyberS)_1_A,Sem1,Lecture,1,2,Offline,2
COURSE_36,BTech(CyberS)_1_A,Sem1,Lab,2,1,Offline,2
COURSE_36,BTech(CyberS)_1_B,Sem1,Lecture,1,2,Offline,2
COURSE_36,BTech(CyberS)_1_B,Sem1,Lab,2,1,Offline,2
COURSE_36,BTech(CyberS)_1_C,Sem1,Lecture,1,2,Offline,2
COURSE_36,BTech(CyberS)_1_C,Sem1,Lab,2,1,Offline,2
COURSE_36,BTech(CyberS)_1_D,Sem1,Lecture,1,2,Offline,2
COURSE_36,BTech(CyberS)_1_D,Sem1,Lab,2,1,Offline,2
COURSE_36,BTech(CyberS)_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_37,BTech(CyberS)_3_A,Sem3,Lecture,1,1,Offline,1
COURSE_37,BTech(CyberS)_3_B,Sem3,Lecture,1,1,Offline,1
COURSE_37,BTech(CyberS)_3_C,Sem3,Lecture,1,1,Offline,1
COURSE_37,BTech(CyberS)_3_D,Sem3,Lecture,1,1,Offline,1
COURSE_37,BTech(CyberS)_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_38,MCA_4_A,Sem4,Lecture,1,2,Offline,2
COURSE_38,MCA_4_A,Sem4,Lab,2,1,Offline,2
COURSE_38,MCA_4_B,Sem4,Lecture,1,2,Offline,2
COURSE_38,MCA_4_B,Sem4,Lab,2,1,Offline,2
COURSE_38,MCA_4_C,Sem4,Lecture,1,2,Offline,2
COURSE_38,MCA_4_C,Sem4,Lab,2,1,Offline,2
COURSE_38,MCA_4_D,Sem4,Lecture,1,2,Offline,2
COURSE_38,MCA_4_D,Sem4,Lab,2,1,Offline,2
COURSE_38,MCA_4_ONL,Sem4,Lecture,1,1,Online,1
COURSE_39,BTech(CyberS)_1_A,Sem1,Lecture,1,2,Offline,2
COURSE_39,BTech(CyberS)_1_B,Sem1,Lecture,1,2,Offline,2
COURSE_39,BTech(CyberS)_1_C,Sem1,Lecture,1,2,Offline,2
COURSE_39,BTech(CyberS)_1_D,Sem1,Lecture,1,2,Offline,2
COURSE_39,BTech(CyberS)_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_40,BTech(CyberS)_2_A,Sem2,Lecture,1,1,Offline,1
COURSE_40,BTech(CyberS)_2_A,Sem2,Lab,2,1,Offline,2
COURSE_40,BTech(CyberS)_2_B,Sem2,Lecture,1,1,Offline,1
COURSE_40,BTech(CyberS)_2_B,Sem2,Lab,2,1,Offline,2
COURSE_40,BTech(CyberS)_2_C,Sem2,Lecture,1,1,Offline,1
COURSE_40,BTech(CyberS)_2_C,Sem2,Lab,2,1,Offline,2
COURSE_40,BTech(CyberS)_2_D,Sem2,Lecture,1,1,Offline,1
COURSE_40,BTech(CyberS)_2_D,Sem2,Lab,2,1,Offline,2
COURSE_40,BTech(CyberS)_2_ONL,Sem2,Lecture,1,1,Online,1
COURSE_41,BCA_3_A,Sem3,Lecture,1,2,Offline,2
COURSE_41,BCA_3_B,Sem3,Lecture,1,2,Offline,2
COURSE_41,BCA_3_C,Sem3,Lecture,1,2,Offline,2
COURSE_41,BCA_3_D,Sem3,Lecture,1,2,Offline,2
COURSE_41,BCA_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_42,BTech(IT)_1_A,Sem1,Lecture,1,1,Offline,1
COURSE_42,BTech(IT)_1_B,Sem1,Lecture,1,1,Offline,1
COURSE_42,BTech(IT)_1_C,Sem1,Lecture,1,1,Offline,1
COURSE_42,BTech(IT)_1_D,Sem1,Lecture,1,1,Offline,1
COURSE_42,BTech(IT)_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_43,BCA_1_A,Sem1,Lecture,1,2,Offline,2
COURSE_43,BCA_1_B,Sem1,Lecture,1,2,Offline,2
COURSE_43,BCA_1_C,Sem1,Lecture,1,2,Offline,2
COURSE_43,BCA_1_D,Sem1,Lecture,1,2,Offline,2
COURSE_43,BCA_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_44,BTech(CSE)_6_A,Sem6,Lecture,1,1,Offline,1
COURSE_44,BTech(CSE)_6_B,Sem6,Lecture,1,1,Offline,1
COURSE_44,BTech(CSE)_6_C,Sem6,Lecture,1,1,Offline,1
COURSE_44,BTech(CSE)_6_D,Sem6,Lecture,1,1,Offline,1
COURSE_44,BTech(CSE)_6_ONL,Sem6,Lecture,1,1,Online,1
COURSE_45,BTech(IT)_4_A,Sem4,Lecture,1,1,Offline,1
COURSE_45,BTech(IT)_4_A,Sem4,Lab,2,1,Offline,2
COURSE_45,BTech(IT)_4_B,Sem4,Lecture,1,1,Offline,1
COURSE_45,BTech(IT)_4_B,Sem4,Lab,2,1,Offline,2
COURSE_45,BTech(IT)_4_C,Sem4,Lecture,1,1,Offline,1
COURSE_45,BTech(IT)_4_C,Sem4,Lab,2,1,Offline,2
COURSE_45,BTech(IT)_4_D,Sem4,Lecture,1,1,Offline,1
COURSE_45,BTech(IT)_4_D,Sem4,Lab,2,1,Offline,2
COURSE_45,BTech(IT)_4_ONL,Sem4,Lecture,1,1,Online,1
COURSE_46,MCA_1_A,Sem1,Lecture,1,2,Offline,2
COURSE_46,MCA_1_B,Sem1,Lecture,1,2,Offline,2
COURSE_46,MCA_1_C,Sem1,Lecture,1,2,Offline,2
COURSE_46,MCA_1_D,Sem1,Lecture,1,2,Offline,2
COURSE_46,MCA_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_47,MTech_2_A,Sem2,Lecture,1,2,Offline,2
COURSE_47,MTech_2_B,Sem2,Lecture,1,2,Offline,2
COURSE_47,MTech_2_C,Sem2,Lecture,1,2,Offline,2
COURSE_47,MTech_2_D,Sem2,Lecture,1,2,Offline,2
COURSE_47,MTech_2_ONL,Sem2,Lecture,1,1,Online,1
COURSE_48,MTech_4_A,Sem4,Lecture,1,1,Offline,1
COURSE_48,MTech_4_A,Sem4,Lab,2,1,Offline,2
COURSE_48,MTech_4_B,Sem4,Lecture,1,1,Offline,1
COURSE_48,MTech_4_B,Sem4,Lab,2,1,Offline,2
COURSE_48,MTech_4_C,Sem4,Lecture,1,1,Offline,1
COURSE_48,MTech_4_C,Sem4,Lab,2,1,Offline,2
COURSE_48,MTech_4_D,Sem4,Lecture,1,1,Offline,1
COURSE_48,MTech_4_D,Sem4,Lab,2,1,Offline,2
COURSE_48,MTech_4_ONL,Sem4,Lecture,1,1,Online,1
COURSE_49,BTech(CyberS)_2_A,Sem2,Lecture,1,1,Offline,1
COURSE_49,BTech(CyberS)_2_B,Sem2,Lecture,1,1,Offline,1
COURSE_49,BTech(CyberS)_2_C,Sem2,Lecture,1,1,Offline,1
COURSE_49,BTech(CyberS)_2_D,Sem2,Lecture,1,1,Offline,1
COURSE_49,BTech(CyberS)_2_ONL,Sem2,Lecture,1,1,Online,1
COURSE_50,BTech(CSE)_7_A,Sem7,Lecture,1,1,Offline,1
COURSE_50,BTech(CSE)_7_B,Sem7,Lecture,1,1,Offline,1
COURSE_50,BTech(CSE)_7_C,Sem7,Lecture,1,1,Offline,1
COURSE_50,BTech(CSE)_7_D,Sem7,Lecture,1,1,Offline,1
COURSE_50,BTech(CSE)_7_ONL,Sem7,Lecture,1,1,Online,1
COURSE_51,BTech(IT)_1_A,Sem1,Lecture,1,1,Offline,1
COURSE_51,BTech(IT)_1_B,Sem1,Lecture,1,1,Offline,1
COURSE_51,BTech(IT)_1_C,Sem1,Lecture,1,1,Offline,1
COURSE_51,BTech(IT)_1_D,Sem1,Lecture,1,1,Offline,1
COURSE_51,BTech(IT)_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_52,BTech(IT)_1_A,Sem1,Lecture,1,2,Offline,2
COURSE_52,BTech(IT)_1_B,Sem1,Lecture,1,2,Offline,2
COURSE_52,BTech(IT)_1_C,Sem1,Lecture,1,2,Offline,2
COURSE_52,BTech(IT)_1_D,Sem1,Lecture,1,2,Offline,2
COURSE_52,BTech(IT)_1_ONL,Sem1,Lecture,1,1,Online,1
COURSE_53,BTech(IT)_2_A,Sem2,Lecture,1,1,Offline,1
COURSE_53,BTech(IT)_2_A,Sem2,Lab,2,1,Offline,2
COURSE_53,BTech(IT)_2_B,Sem2,Lecture,1,1,Offline,1
COURSE_53,BTech(IT)_2_B,Sem2,Lab,2,1,Offline,2
COURSE_53,BTech(IT)_2_C,Sem2,Lecture,1,1,Offline,1
COURSE_53,BTech(IT)_2_C,Sem2,Lab,2,1,Offline,2
COURSE_53,BTech(IT)_2_D,Sem2,Lecture,1,1,Offline,1
COURSE_53,BTech(IT)_2_D,Sem2,Lab,2,1,Offline,2
COURSE_53,BTech(IT)_2_ONL,Sem2,Lecture,1,1,Online,1
COURSE_54,MTech_3_A,Sem3,Lecture,1,2,Offline,2
COURSE_54,MTech_3_B,Sem3,Lecture,1,2,Offline,2
COURSE_54,MTech_3_C,Sem3,Lecture,1,2,Offline,2
COURSE_54,MTech_3_D,Sem3,Lecture,1,2,Offline,2
COURSE_54,MTech_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_55,BTech(IT)_4_A,Sem4,Lecture,1,2,Offline,2
COURSE_55,BTech(IT)_4_B,Sem4,Lecture,1,2,Offline,2
COURSE_55,BTech(IT)_4_C,Sem4,Lecture,1,2,Offline,2
COURSE_55,BTech(IT)_4_D,Sem4,Lecture,1,2,Offline,2
COURSE_55,BTech(IT)_4_ONL,Sem4,Lecture,1,1,Online,1
COURSE_56,BTech(IT)_4_A,Sem4,Lecture,1,1,Offline,1
COURSE_56,BTech(IT)_4_B,Sem4,Lecture,1,1,Offline,1
COURSE_56,BTech(IT)_4_C,Sem4,Lecture,1,1,Offline,1
COURSE_56,BTech(IT)_4_D,Sem4,Lecture,1,1,Offline,1
COURSE_56,BTech(IT)_4_ONL,Sem4,Lecture,1,1,Online,1
COURSE_57,MTech_3_A,Sem3,Lecture,1,1,Offline,1
COURSE_57,MTech_3_B,Sem3,Lecture,1,1,Offline,1
COURSE_57,MTech_3_C,Sem3,Lecture,1,1,Offline,1
COURSE_57,MTech_3_D,Sem3,Lecture,1,1,Offline,1
COURSE_57,MTech_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_58,MTech_4_A,Sem4,Lecture,1,1,Offline,1
COURSE_58,MTech_4_B,Sem4,Lecture,1,1,Offline,1
COURSE_58,MTech_4_C,Sem4,Lecture,1,1,Offline,1
COURSE_58,MTech_4_D,Sem4,Lecture,1,1,Offline,1
COURSE_58,MTech_4_ONL,Sem4,Lecture,1,1,Online,1
COURSE_59,BTech(CyberS)_6_A,Sem6,Lecture,1,1,Offline,1
COURSE_59,BTech(CyberS)_6_B,Sem6,Lecture,1,1,Offline,1
COURSE_59,BTech(CyberS)_6_C,Sem6,Lecture,1,1,Offline,1
COURSE_59,BTech(CyberS)_6_D,Sem6,Lecture,1,1,Offline,1
COURSE_59,BTech(CyberS)_6_ONL,Sem6,Lecture,1,1,Online,1
COURSE_60,MCA_3_A,Sem3,Lecture,1,2,Offline,2
COURSE_60,MCA_3_B,Sem3,Lecture,1,2,Offline,2
COURSE_60,MCA_3_C,Sem3,Lecture,1,2,Offline,2
COURSE_60,MCA_3_D,Sem3,Lecture,1,2,Offline,2
COURSE_60,MCA_3_ONL,Sem3,Lecture,1,1,Online,1
COURSE_61,MTech_1_A,Sem1,Lecture,1,2,Offline,2
COURSE_61,MTech_1_B,Sem1,Lecture,1,2,Offline,2
COURSE_61,MTech_1_C,Sem1,Lecture,1,2,Offline,2
COURSE_61,MTech_1_D,Sem1,Lecture,1,2,Offline,2
COURSE_61,MTech_1_ONL,Sem1,Lecture,1,1,Online,1
